,SATID,satname,program,valid,area_1,area_2
8418,,,,0.0,,
8419,,,,0.0,,
8420,,,,0.0,,
8421,,,,0.0,,
8422,,,,0.0,,
8423,,,,0.0,,
8424,,,,0.0,,
8425,,,,0.0,,
8426,,,,0.0,,
8427,,,,0.0,,
8428,,,,0.0,,
8429,,,,0.0,,
8430,,,,0.0,,
8431,S09661,Meteor-2,Meteor,1.0,6.3,6.3
8432,S09662,Vostok-2M (N49) Stage 3,-,1.0,9.88,9.88
8433,,,,0.0,,
8434,,,,0.0,,
8435,,,,0.0,,
8436,,,,0.0,,
8437,,,,0.0,,
8438,,,,0.0,,
8439,,,,0.0,,
8440,,,,0.0,,
8441,,,,0.0,,
8442,,,,0.0,,
8443,,,,0.0,,
8444,,,,0.0,,
8445,,,,0.0,,
8446,,,,0.0,,
8447,,,,0.0,,
8448,,,,0.0,,
8449,,,,0.0,,
8450,,,,0.0,,
8451,,,,0.0,,
8452,,,,0.0,,
8453,,,,0.0,,
8454,,,,0.0,,
8455,,,,0.0,,
8456,,,,0.0,,
8457,,,,0.0,,
8458,,,,0.0,,
8459,,,,0.0,,
8460,,,,0.0,,
8461,,,,0.0,,
8462,,,,0.0,,
8463,,,,0.0,,
8464,,,,0.0,,
8465,,,,0.0,,
8466,,,,0.0,,
8467,,,,0.0,,
8468,,,,0.0,,
8469,,,,0.0,,
8470,,,,0.0,,
8471,,,,0.0,,
8472,,,,0.0,,
8473,,,,0.0,,
8474,,,,0.0,,
8475,,,,0.0,,
8476,,,,0.0,,
8477,,,,0.0,,
8478,,,,0.0,,
8479,,,,0.0,,
8480,,,,0.0,,
8481,,,,0.0,,
8482,,,,0.0,,
8483,,,,0.0,,
8484,,,,0.0,,
8485,,,,0.0,,
8486,,,,0.0,,
8487,,,,0.0,,
8488,,,,0.0,,
8489,,,,0.0,,
8490,,,,0.0,,
8491,,,,0.0,,
8492,,,,0.0,,
8493,,,,0.0,,
8494,,,,0.0,,
8495,,,,0.0,,
8496,,,,0.0,,
8497,,,,0.0,,
8498,,,,0.0,,
8499,,,,0.0,,
8500,,,,0.0,,
8501,,,,0.0,,
8502,,,,0.0,,
8503,,,,0.0,,
8504,,,,0.0,,
8505,,,,0.0,,
8506,S09737,Kosmos-890,Parus,1.0,10.5,35.7
8507,S09738,Kosmos-3M 19-155 Stage 2,-,1.0,10.08,10.08
8508,,,,0.0,,
8509,S09785,NATO 3B,NATO,1.0,6.82,6.82
8510,S09786,Delta 128,-,1.0,8.4,8.4
8511,,,,0.0,,
8512,,,,0.0,,
8513,,,,0.0,,
8514,,,,0.0,,
8515,,,,0.0,,
8516,,,,0.0,,
8517,,,,0.0,,
8518,,,,0.0,,
8519,,,,0.0,,
8520,,,,0.0,,
8521,,,,0.0,,
8522,,,,0.0,,
8523,,,,0.0,,
8524,,,,0.0,,
8525,,,,0.0,,
8526,S09803,DSP F7,DSP,1.0,21.3,22.5
8527,,,,0.0,,
8528,,,,0.0,,
8529,,,,0.0,,
8530,,,,0.0,,
8531,,,,0.0,,
8532,,,,0.0,,
8533,,,,0.0,,
8534,,,,0.0,,
8535,,,,0.0,,
8536,,,,0.0,,
8537,,,,0.0,,
8538,,,,0.0,,
8539,,,,0.0,,
8540,,,,0.0,,
8541,,,,0.0,,
8542,,,,0.0,,
8543,,,,0.0,,
8544,,,,0.0,,
8545,,,,0.0,,
8546,,,,0.0,,
8547,,,,0.0,,
8548,,,,0.0,,
8549,,,,0.0,,
8550,,,,0.0,,
8551,,,,0.0,,
8552,,,,0.0,,
8553,,,,0.0,,
8554,,,,0.0,,
8555,,,,0.0,,
8556,,,,0.0,,
8557,,,,0.0,,
8558,,,,0.0,,
8559,,,,0.0,,
8560,S09841,Tansei-3,Tansei,1.0,0.72,0.81
8561,,,,0.0,,
8562,S09843,KM-A,-,1.0,0.16,0.16
8563,,,,0.0,,
8564,,,,0.0,,
8565,S09846,Kosmos-894,Parus,1.0,10.5,35.7
8566,,,,0.0,,
8567,S09848,Kosmos-3M 82-428 Stage 2,-,1.0,10.08,10.08
8568,,,,0.0,,
8569,,,,0.0,,
8570,,,,0.0,,
8571,S09852,Kiku 2,ETS,1.0,1.26,2.52
8572,,,,0.0,,
8573,,,,0.0,,
8574,S09855,Transtage 23,-,1.0,14.26,14.26
8575,,,,0.0,,
8576,,,,0.0,,
8577,,,,0.0,,
8578,,,,0.0,,
8579,,,,0.0,,
8580,S09862,Palapa A2,Palapa,1.0,3.52,8.14
8581,,,,0.0,,
8582,,,,0.0,,
8583,,,,0.0,,
8584,,,,0.0,,
8585,,,,0.0,,
8586,,,,0.0,,
8587,,,,0.0,,
8588,,,,0.0,,
8589,,,,0.0,,
8590,,,,0.0,,
8591,,,,0.0,,
8592,,,,0.0,,
8593,,,,0.0,,
8594,,,,0.0,,
8595,,,,0.0,,
8596,,,,0.0,,
8597,,,,0.0,,
8598,S09880,Molniya-1,Molniya-1,1.0,6.16,12.04
8599,,,,0.0,,
8600,,,,0.0,,
8601,,,,0.0,,
8602,,,,0.0,,
8603,,,,0.0,,
8604,,,,0.0,,
8605,,,,0.0,,
8606,,,,0.0,,
8607,,,,0.0,,
8608,,,,0.0,,
8609,,,,0.0,,
8610,,,,0.0,,
8611,,,,0.0,,
8612,,,,0.0,,
8613,,,,0.0,,
8614,,,,0.0,,
8615,,,,0.0,,
8616,,,,0.0,,
8617,,,,0.0,,
8618,,,,0.0,,
8619,,,,0.0,,
8620,,,,0.0,,
8621,S09903,Meteor,Meteor,1.0,6.3,6.3
8622,S09904,Vostok-2M (N51) Stage 3,-,1.0,9.88,9.88
8623,,,,0.0,,
8624,,,,0.0,,
8625,,,,0.0,,
8626,,,,0.0,,
8627,,,,0.0,,
8628,,,,0.0,,
8629,,,,0.0,,
8630,,,,0.0,,
8631,,,,0.0,,
8632,,,,0.0,,
8633,,,,0.0,,
8634,,,,0.0,,
8635,,,,0.0,,
8636,,,,0.0,,
8637,,,,0.0,,
8638,,,,0.0,,
8639,S09921,Blok-L,-,1.0,7.92,7.92
8640,,,,0.0,,
8641,,,,0.0,,
8642,,,,0.0,,
8643,,,,0.0,,
8644,,,,0.0,,
8645,,,,0.0,,
8646,,,,0.0,,
8647,,,,0.0,,
8648,,,,0.0,,
8649,S09931,Geos 1,ESA Geos,1.0,2.08,64.0
8650,,,,0.0,,
8651,,,,0.0,,
8652,,,,0.0,,
8653,,,,0.0,,
8654,,,,0.0,,
8655,,,,0.0,,
8656,,,,0.0,,
8657,,,,0.0,,
8658,,,,0.0,,
8659,,,,0.0,,
8660,,,,0.0,,
8661,,,,0.0,,
8662,,,,0.0,,
8663,,,,0.0,,
8664,,,,0.0,,
8665,,,,0.0,,
8666,,,,0.0,,
8667,,,,0.0,,
8668,,,,0.0,,
8669,,,,0.0,,
8670,,,,0.0,,
8671,,,,0.0,,
8672,,,,0.0,,
8673,,,,0.0,,
8674,,,,0.0,,
8675,,,,0.0,,
8676,,,,0.0,,
8677,,,,0.0,,
8678,,,,0.0,,
8679,,,,0.0,,
8680,,,,0.0,,
8681,,,,0.0,,
8682,,,,0.0,,
8683,,,,0.0,,
8684,,,,0.0,,
8685,,,,0.0,,
8686,,,,0.0,,
8687,,,,0.0,,
8688,,,,0.0,,
8689,,,,0.0,,
8690,,,,0.0,,
8691,,,,0.0,,
8692,,,,0.0,,
8693,,,,0.0,,
8694,,,,0.0,,
8695,,,,0.0,,
8696,,,,0.0,,
8697,,,,0.0,,
8698,,,,0.0,,
8699,,,,0.0,,
8700,,,,0.0,,
8701,,,,0.0,,
8702,,,,0.0,,
8703,,,,0.0,,
8704,,,,0.0,,
8705,,,,0.0,,
8706,,,,0.0,,
8707,,,,0.0,,
8708,,,,0.0,,
8709,,,,0.0,,
8710,,,,0.0,,
8711,,,,0.0,,
8712,,,,0.0,,
8713,,,,0.0,,
8714,S09998,SVM-5,-,1.0,0.72,0.72
8715,,,,0.0,,
8716,S10000,DSCS II F-7,DSCS,1.0,9.72,9.72
8717,S10001,DSCS II F-8,DSCS,1.0,9.72,9.72
8718,S10002,Transtage 32,-,1.0,14.26,14.26
8719,,,,0.0,,
8720,,,,0.0,,
8721,,,,0.0,,
8722,,,,0.0,,
8723,,,,0.0,,
8724,,,,0.0,,
8725,,,,0.0,,
8726,S10010,Kosmos-909,Lira,1.0,4.5,41.4
8727,S10011,Kosmos-3M 19-156 Stage 2,-,1.0,10.08,10.08
8728,,,,0.0,,
8729,,,,0.0,,
8730,,,,0.0,,
8731,S10016,OPS 9751,CANYON,1.0,6.0,15.0
8732,,,,0.0,,
8733,S10019,Kosmos-911,Sfera,1.0,6.0,34.0
8734,S10020,Kosmos-3M 49-163 Stage 2,-,1.0,10.08,10.08
8735,,,,0.0,,
8736,,,,0.0,,
8737,S10024,INTELSAT IVA F4,Intelsat,1.0,16.8,16.8
8738,S10025,Centaur AC-39,-,1.0,28.21,28.21
8739,,,,0.0,,
8740,,,,0.0,,
8741,,,,0.0,,
8742,,,,0.0,,
8743,,,,0.0,,
8744,,,,0.0,,
8745,S10033,DMSP F-2,DMSP,1.0,9.15,9.15
8746,,,,0.0,,
8747,,,,0.0,,
8748,,,,0.0,,
8749,,,,0.0,,
8750,,,,0.0,,
8751,,,,0.0,,
8752,,,,0.0,,
8753,,,,0.0,,
8754,,,,0.0,,
8755,,,,0.0,,
8756,,,,0.0,,
8757,,,,0.0,,
8758,,,,0.0,,
8759,,,,0.0,,
8760,,,,0.0,,
8761,,,,0.0,,
8762,,,,0.0,,
8763,,,,0.0,,
8764,,,,0.0,,
8765,,,,0.0,,
8766,,,,0.0,,
8767,,,,0.0,,
8768,,,,0.0,,
8769,,,,0.0,,
8770,,,,0.0,,
8771,S10061,GOES 2,GOES,1.0,4.94,4.94
8772,S10062,Delta 131,-,1.0,8.4,8.4
8773,,,,0.0,,
8774,,,,0.0,,
8775,,,,0.0,,
8776,,,,0.0,,
8777,,,,0.0,,
8778,,,,0.0,,
8779,,,,0.0,,
8780,,,,0.0,,
8781,,,,0.0,,
8782,,,,0.0,,
8783,,,,0.0,,
8784,,,,0.0,,
8785,,,,0.0,,
8786,,,,0.0,,
8787,,,,0.0,,
8788,,,,0.0,,
8789,,,,0.0,,
8790,,,,0.0,,
8791,,,,0.0,,
8792,,,,0.0,,
8793,,,,0.0,,
8794,,,,0.0,,
8795,,,,0.0,,
8796,,,,0.0,,
8797,,,,0.0,,
8798,S10089,Blok-L,-,1.0,7.92,7.92
8799,,,,0.0,,
8800,S10091,NTS 2,GPS,1.0,1.36,62.9
8801,,,,0.0,,
8802,,,,0.0,,
8803,,,,0.0,,
8804,S10095,Kosmos-921,Okean,1.0,4.16,4.16
8805,S10096,Tsiklon-3 No. 2L Stage 3,-,1.0,6.16,6.16
8806,,,,0.0,,
8807,,,,0.0,,
8808,,,,0.0,,
8809,,,,0.0,,
8810,,,,0.0,,
8811,,,,0.0,,
8812,,,,0.0,,
8813,,,,0.0,,
8814,,,,0.0,,
8815,,,,0.0,,
8816,,,,0.0,,
8817,,,,0.0,,
8818,,,,0.0,,
8819,,,,0.0,,
8820,,,,0.0,,
8821,,,,0.0,,
8822,,,,0.0,,
8823,S10114,Vostok-2M (N52) Stage 3,-,1.0,9.88,9.88
8824,,,,0.0,,
8825,,,,0.0,,
8826,,,,0.0,,
8827,,,,0.0,,
8828,S10120,Kosmos-923,Strela-2M,1.0,6.0,6.0
8829,S10121,Kosmos-3M 49-162 Stage 2,-,1.0,10.08,10.08
8830,,,,0.0,,
8831,,,,0.0,,
8832,,,,0.0,,
8833,,,,0.0,,
8834,,,,0.0,,
8835,,,,0.0,,
8836,,,,0.0,,
8837,,,,0.0,,
8838,,,,0.0,,
8839,,,,0.0,,
8840,,,,0.0,,
8841,,,,0.0,,
8842,,,,0.0,,
8843,,,,0.0,,
8844,,,,0.0,,
8845,S10137,Kosmos-926,Parus,1.0,10.5,35.7
8846,S10138,Kosmos-3M 31-262 Stage 2,-,1.0,10.08,10.08
8847,,,,0.0,,
8848,,,,0.0,,
8849,S10141,Kosmos-928,Parus,1.0,10.5,35.7
8850,S10142,Kosmos-3M 16-331 Stage 2,-,1.0,10.08,10.08
8851,S10143,Himawari,GMS,1.0,5.94,5.94
8852,S10144,Delta 132 main debris,-,1.0,8.4,8.4
8853,,,,0.0,,
8854,,,,0.0,,
8855,,,,0.0,,
8856,,,,0.0,,
8857,,,,0.0,,
8858,S10150,Kosmos-931,Oko,1.0,8.0,10.0
8859,,,,0.0,,
8860,,,,0.0,,
8861,,,,0.0,,
8862,,,,0.0,,
8863,S10155,Blok-L,-,1.0,7.92,7.92
8864,,,,0.0,,
8865,,,,0.0,,
8866,,,,0.0,,
8867,S10159,Raduga,Raduga,1.0,13.75,23.75
8868,,,,0.0,,
8869,,,,0.0,,
8870,,,,0.0,,
8871,,,,0.0,,
8872,,,,0.0,,
8873,,,,0.0,,
8874,,,,0.0,,
8875,S10167,Blok-L,-,1.0,7.92,7.92
8876,,,,0.0,,
8877,,,,0.0,,
8878,,,,0.0,,
8879,,,,0.0,,
8880,,,,0.0,,
8881,,,,0.0,,
8882,,,,0.0,,
8883,,,,0.0,,
8884,,,,0.0,,
8885,,,,0.0,,
8886,,,,0.0,,
8887,,,,0.0,,
8888,,,,0.0,,
8889,,,,0.0,,
8890,,,,0.0,,
8891,,,,0.0,,
8892,,,,0.0,,
8893,,,,0.0,,
8894,,,,0.0,,
8895,,,,0.0,,
8896,,,,0.0,,
8897,,,,0.0,,
8898,,,,0.0,,
8899,,,,0.0,,
8900,,,,0.0,,
8901,,,,0.0,,
8902,,,,0.0,,
8903,,,,0.0,,
8904,,,,0.0,,
8905,,,,0.0,,
8906,,,,0.0,,
8907,,,,0.0,,
8908,,,,0.0,,
8909,,,,0.0,,
8910,,,,0.0,,
8911,,,,0.0,,
8912,,,,0.0,,
8913,,,,0.0,,
8914,,,,0.0,,
8915,,,,0.0,,
8916,,,,0.0,,
8917,,,,0.0,,
8918,,,,0.0,,
8919,,,,0.0,,
8920,,,,0.0,,
8921,,,,0.0,,
8922,,,,0.0,,
8923,,,,0.0,,
8924,,,,0.0,,
8925,,,,0.0,,
8926,,,,0.0,,
8927,,,,0.0,,
8928,,,,0.0,,
8929,,,,0.0,,
8930,,,,0.0,,
8931,,,,0.0,,
8932,,,,0.0,,
8933,,,,0.0,,
8934,,,,0.0,,
8935,,,,0.0,,
8936,,,,0.0,,
8937,,,,0.0,,
8938,,,,0.0,,
8939,,,,0.0,,
8940,,,,0.0,,
8941,,,,0.0,,
8942,,,,0.0,,
8943,,,,0.0,,
8944,,,,0.0,,
8945,,,,0.0,,
8946,,,,0.0,,
8947,,,,0.0,,
8948,,,,0.0,,
8949,,,,0.0,,
8950,,,,0.0,,
8951,,,,0.0,,
8952,,,,0.0,,
8953,,,,0.0,,
8954,,,,0.0,,
8955,,,,0.0,,
8956,,,,0.0,,
8957,,,,0.0,,
8958,,,,0.0,,
8959,,,,0.0,,
8960,,,,0.0,,
8961,,,,0.0,,
8962,,,,0.0,,
8963,,,,0.0,,
8964,,,,0.0,,
8965,,,,0.0,,
8966,,,,0.0,,
8967,,,,0.0,,
8968,,,,0.0,,
8969,,,,0.0,,
8970,,,,0.0,,
8971,,,,0.0,,
8972,,,,0.0,,
8973,,,,0.0,,
8974,,,,0.0,,
8975,,,,0.0,,
8976,,,,0.0,,
8977,,,,0.0,,
8978,,,,0.0,,
8979,,,,0.0,,
8980,,,,0.0,,
8981,,,,0.0,,
8982,,,,0.0,,
8983,S10282,Kosmos-939,Strela-1M,1.0,0.64,0.64
8984,,,,0.0,,
8985,,,,0.0,,
8986,S10286,Kosmos-940,Strela-1M,1.0,0.64,0.64
8987,S10287,Kosmos-941,Strela-1M,1.0,0.64,0.64
8988,S10288,Kosmos-942,Strela-1M,1.0,0.64,0.64
8989,S10289,Kosmos-943,Strela-1M,1.0,0.64,0.64
8990,S10290,Kosmos-944,Strela-1M,1.0,0.64,0.64
8991,S10291,Kosmos-945,Strela-1M,1.0,0.64,0.64
8992,S10292,Kosmos-946,Strela-1M,1.0,0.64,0.64
8993,S10293,Kosmos-3M 16-326 Stage 2,-,1.0,10.08,10.08
8994,S10294,Sirio 1,Sirio,1.0,1.4,2.8
8995,S10295,Delta 133,-,1.0,8.4,8.4
8996,,,,0.0,,
8997,,,,0.0,,
8998,,,,0.0,,
8999,,,,0.0,,
9000,,,,0.0,,
9001,,,,0.0,,
9002,,,,0.0,,
9003,,,,0.0,,
9004,,,,0.0,,
9005,,,,0.0,,
9006,,,,0.0,,
9007,,,,0.0,,
9008,,,,0.0,,
9009,,,,0.0,,
9010,,,,0.0,,
9011,,,,0.0,,
9012,,,,0.0,,
9013,,,,0.0,,
9014,,,,0.0,,
9015,,,,0.0,,
9016,,,,0.0,,
9017,,,,0.0,,
9018,,,,0.0,,
9019,,,,0.0,,
9020,,,,0.0,,
9021,,,,0.0,,
9022,,,,0.0,,
9023,,,,0.0,,
9024,,,,0.0,,
9025,,,,0.0,,
9026,,,,0.0,,
9027,,,,0.0,,
9028,,,,0.0,,
9029,,,,0.0,,
9030,,,,0.0,,
9031,,,,0.0,,
9032,,,,0.0,,
9033,,,,0.0,,
9034,,,,0.0,,
9035,,,,0.0,,
9036,,,,0.0,,
9037,,,,0.0,,
9038,,,,0.0,,
9039,,,,0.0,,
9040,,,,0.0,,
9041,,,,0.0,,
9042,,,,0.0,,
9043,,,,0.0,,
9044,,,,0.0,,
9045,,,,0.0,,
9046,,,,0.0,,
9047,,,,0.0,,
9048,,,,0.0,,
9049,S10352,Kosmos-951,Parus,1.0,10.5,35.7
9050,,,,0.0,,
9051,,,,0.0,,
9052,S10355,Kosmos-3M 82-436 Stage 2,-,1.0,10.08,10.08
9053,,,,0.0,,
9054,,,,0.0,,
9055,S10358,Kosmos-952,US-A,1.0,7.54,7.54
9056,,,,0.0,,
9057,,,,0.0,,
9058,,,,0.0,,
9059,,,,0.0,,
9060,,,,0.0,,
9061,S10365,Ekran,Ekran,1.0,13.75,22.5
9062,,,,0.0,,
9063,,,,0.0,,
9064,,,,0.0,,
9065,,,,0.0,,
9066,,,,0.0,,
9067,,,,0.0,,
9068,,,,0.0,,
9069,,,,0.0,,
9070,,,,0.0,,
9071,,,,0.0,,
9072,,,,0.0,,
9073,,,,0.0,,
9074,,,,0.0,,
9075,,,,0.0,,
9076,,,,0.0,,
9077,,,,0.0,,
9078,,,,0.0,,
9079,,,,0.0,,
9080,,,,0.0,,
9081,,,,0.0,,
9082,,,,0.0,,
9083,,,,0.0,,
9084,,,,0.0,,
9085,,,,0.0,,
9086,,,,0.0,,
9087,,,,0.0,,
9088,,,,0.0,,
9089,,,,0.0,,
9090,,,,0.0,,
9091,,,,0.0,,
9092,,,,0.0,,
9093,,,,0.0,,
9094,,,,0.0,,
9095,,,,0.0,,
9096,,,,0.0,,
9097,,,,0.0,,
9098,,,,0.0,,
9099,,,,0.0,,
9100,,,,0.0,,
9101,,,,0.0,,
9102,,,,0.0,,
9103,,,,0.0,,
9104,,,,0.0,,
9105,,,,0.0,,
9106,,,,0.0,,
9107,,,,0.0,,
9108,,,,0.0,,
9109,,,,0.0,,
9110,,,,0.0,,
9111,,,,0.0,,
9112,,,,0.0,,
9113,,,,0.0,,
9114,,,,0.0,,
9115,,,,0.0,,
9116,,,,0.0,,
9117,,,,0.0,,
9118,,,,0.0,,
9119,,,,0.0,,
9120,,,,0.0,,
9121,,,,0.0,,
9122,,,,0.0,,
9123,,,,0.0,,
9124,,,,0.0,,
9125,,,,0.0,,
9126,,,,0.0,,
9127,,,,0.0,,
9128,,,,0.0,,
9129,,,,0.0,,
9130,,,,0.0,,
9131,,,,0.0,,
9132,,,,0.0,,
9133,,,,0.0,,
9134,,,,0.0,,
9135,,,,0.0,,
9136,,,,0.0,,
9137,,,,0.0,,
9138,,,,0.0,,
9139,,,,0.0,,
9140,,,,0.0,,
9141,,,,0.0,,
9142,,,,0.0,,
9143,,,,0.0,,
9144,,,,0.0,,
9145,,,,0.0,,
9146,,,,0.0,,
9147,S10455,Molniya-3,Molniya-3,1.0,5.76,12.96
9148,,,,0.0,,
9149,S10457,Transat,NNS,1.0,0.3,9.0
9150,,,,0.0,,
9151,S10459,Kosmos-962,Parus,1.0,10.5,35.7
9152,,,,0.0,,
9153,S10461,Kosmos-3M 68-313 Stage 2,-,1.0,10.08,10.08
9154,S10462,Scout S200C Stage 4,-,1.0,0.75,0.75
9155,,,,0.0,,
9156,,,,0.0,,
9157,,,,0.0,,
9158,,,,0.0,,
9159,,,,0.0,,
9160,,,,0.0,,
9161,,,,0.0,,
9162,,,,0.0,,
9163,,,,0.0,,
9164,,,,0.0,,
9165,,,,0.0,,
9166,,,,0.0,,
9167,,,,0.0,,
9168,,,,0.0,,
9169,,,,0.0,,
9170,,,,0.0,,
9171,,,,0.0,,
9172,,,,0.0,,
9173,,,,0.0,,
9174,,,,0.0,,
9175,,,,0.0,,
9176,S10485,Blok-L,-,1.0,6.75,6.75
9177,,,,0.0,,
9178,,,,0.0,,
9179,,,,0.0,,
9180,S10489,Meteosat 1,Meteosat,1.0,6.72,6.72
9181,S10490,Delta 136,-,1.0,8.4,8.4
9182,S10491,Kosmos-963,Sfera,1.0,6.0,34.0
9183,S10492,Kosmos-3M 46-302 Stage 2,-,1.0,10.08,10.08
9184,,,,0.0,,
9185,,,,0.0,,
9186,,,,0.0,,
9187,,,,0.0,,
9188,,,,0.0,,
9189,,,,0.0,,
9190,,,,0.0,,
9191,,,,0.0,,
9192,,,,0.0,,
9193,S10502,OPS 8781,PARCAE,1.0,2.4,4.05
9194,,,,0.0,,
9195,S10504,MSD plume shield,-,1.0,0.18,3.24
9196,,,,0.0,,
9197,,,,0.0,,
9198,,,,0.0,,
9199,,,,0.0,,
9200,,,,0.0,,
9201,S10512,Kosmos-967,Lira,1.0,4.5,41.4
9202,S10513,Kosmos-3M 16-332 Stage 2,-,1.0,10.08,10.08
9203,S10514,Meteor-2,Meteor,1.0,6.3,6.3
9204,S10515,Vostok-2M (N55) Stage 3,-,1.0,9.88,9.88
9205,S10516,Sakura,CS,1.0,4.84,8.36
9206,S10517,Delta 137,-,1.0,8.4,8.4
9207,,,,0.0,,
9208,,,,0.0,,
9209,S10520,Kosmos-968,Strela-2M,1.0,6.0,6.0
9210,S10521,Kosmos-3M 46-305 Stage 2,-,1.0,10.08,10.08
9211,,,,0.0,,
9212,,,,0.0,,
9213,,,,0.0,,
9214,,,,0.0,,
9215,,,,0.0,,
9216,,,,0.0,,
9217,S10529,SS 1,SSU,1.0,0.36,4.0
9218,,,,0.0,,
9219,S10531,Kosmos-970 main debris,IS 5V91AT,1.0,7.56,7.56
9220,,,,0.0,,
9221,,,,0.0,,
9222,,,,0.0,,
9223,,,,0.0,,
9224,S10536,Kosmos-971,Parus,1.0,10.5,35.7
9225,S10537,Kosmos-3M 16-322 Stage 2,-,1.0,10.08,10.08
9226,,,,0.0,,
9227,S10539,Kosmos-972,Okean,1.0,4.16,4.16
9228,,,,0.0,,
9229,S10541,Tsiklon-3 28-202 Stage 3,-,1.0,6.16,6.16
9230,,,,0.0,,
9231,,,,0.0,,
9232,S10544,SS 2,SSU,1.0,0.36,4.0
9233,,,,0.0,,
9234,,,,0.0,,
9235,,,,0.0,,
9236,,,,0.0,,
9237,,,,0.0,,
9238,,,,0.0,,
9239,,,,0.0,,
9240,,,,0.0,,
9241,,,,0.0,,
9242,,,,0.0,,
9243,S10557,INTELSAT IVA F3,Intelsat,1.0,16.8,16.8
9244,,,,0.0,,
9245,,,,0.0,,
9246,,,,0.0,,
9247,,,,0.0,,
9248,,,,0.0,,
9249,,,,0.0,,
9250,,,,0.0,,
9251,,,,0.0,,
9252,,,,0.0,,
9253,,,,0.0,,
9254,,,,0.0,,
9255,,,,0.0,,
9256,,,,0.0,,
9257,,,,0.0,,
9258,,,,0.0,,
9259,,,,0.0,,
9260,,,,0.0,,
9261,,,,0.0,,
9262,,,,0.0,,
9263,,,,0.0,,
9264,,,,0.0,,
9265,,,,0.0,,
9266,,,,0.0,,
9267,S10581,Kosmos-976,Strela-1M,1.0,0.64,0.64
9268,,,,0.0,,
9269,,,,0.0,,
9270,S10584,Kosmos-977,Strela-1M,1.0,0.64,0.64
9271,S10585,Kosmos-978,Strela-1M,1.0,0.64,0.64
9272,S10586,Kosmos-979,Strela-1M,1.0,0.64,0.64
9273,S10587,Kosmos-980,Strela-1M,1.0,0.64,0.64
9274,S10588,Kosmos-981,Strela-1M,1.0,0.64,0.64
9275,S10589,Kosmos-982,Strela-1M,1.0,0.64,0.64
9276,S10590,Kosmos-983,Strela-1M,1.0,0.64,0.64
9277,S10591,Kosmos-3M 16-319 Stage 2,-,1.0,10.08,10.08
9278,,,,0.0,,
9279,,,,0.0,,
9280,S10594,SS 3,SSU,1.0,0.36,4.0
9281,,,,0.0,,
9282,,,,0.0,,
9283,,,,0.0,,
9284,S10599,Kosmos-985,Parus,1.0,10.5,35.7
9285,S10600,Kosmos-3M 16-327 Stage 2,-,1.0,10.08,10.08
9286,,,,0.0,,
9287,,,,0.0,,
9288,,,,0.0,,
9289,,,,0.0,,
9290,,,,0.0,,
9291,,,,0.0,,
9292,,,,0.0,,
9293,,,,0.0,,
9294,,,,0.0,,
9295,,,,0.0,,
9296,,,,0.0,,
9297,,,,0.0,,
9298,,,,0.0,,
9299,,,,0.0,,
9300,,,,0.0,,
9301,,,,0.0,,
9302,,,,0.0,,
9303,,,,0.0,,
9304,,,,0.0,,
9305,,,,0.0,,
9306,,,,0.0,,
9307,,,,0.0,,
9308,,,,0.0,,
9309,,,,0.0,,
9310,,,,0.0,,
9311,,,,0.0,,
9312,,,,0.0,,
9313,,,,0.0,,
9314,,,,0.0,,
9315,,,,0.0,,
9316,,,,0.0,,
9317,,,,0.0,,
9318,,,,0.0,,
9319,,,,0.0,,
9320,,,,0.0,,
9321,,,,0.0,,
9322,S10637,IUE,DeltaEx,1.0,5.88,6.02
9323,,,,0.0,,
9324,,,,0.0,,
9325,,,,0.0,,
9326,,,,0.0,,
9327,,,,0.0,,
9328,,,,0.0,,
9329,,,,0.0,,
9330,,,,0.0,,
9331,,,,0.0,,
9332,,,,0.0,,
9333,,,,0.0,,
9334,,,,0.0,,
9335,,,,0.0,,
9336,,,,0.0,,
9337,,,,0.0,,
9338,,,,0.0,,
9339,,,,0.0,,
9340,,,,0.0,,
9341,,,,0.0,,
9342,,,,0.0,,
9343,,,,0.0,,
9344,,,,0.0,,
9345,,,,0.0,,
9346,,,,0.0,,
9347,,,,0.0,,
9348,S10664,Kyokko,EXOS,1.0,0.72,3.6
9349,,,,0.0,,
9350,,,,0.0,,
9351,,,,0.0,,
9352,,,,0.0,,
9353,S10669,FLTSATCOM F1,FLTSATCOM,1.0,3.12,31.68
9354,,,,0.0,,
9355,,,,0.0,,
9356,,,,0.0,,
9357,,,,0.0,,
9358,S10674,Ume-2,NASDA Sci,1.0,0.72,33.12
9359,S10675,N-I-4F Stage 3,-,1.0,2.16,2.16
9360,S10676,Kosmos-990,Strela-2M,1.0,6.0,6.0
9361,S10677,Kosmos-3M 46-312 Stage 2,-,1.0,10.08,10.08
9362,,,,0.0,,
9363,,,,0.0,,
9364,,,,0.0,,
9365,,,,0.0,,
9366,S10684,Navstar 1,GPS,1.0,6.24,13.78
9367,,,,0.0,,
9368,,,,0.0,,
9369,,,,0.0,,
9370,,,,0.0,,
9371,S10692,Kosmos-991,Parus,1.0,10.5,35.7
9372,S10693,Kosmos-3M 16-323 Stage 2,-,1.0,10.08,10.08
9373,,,,0.0,,
9374,,,,0.0,,
9375,,,,0.0,,
9376,,,,0.0,,
9377,,,,0.0,,
9378,,,,0.0,,
9379,,,,0.0,,
9380,,,,0.0,,
