,NORAD_ID,satname,area_1,area_2,valid,program
14865,S16375,COSMOS 1375 DEB,,,,
14866,S16376,COSMOS 1375 DEB,,,,
14867,S16377,COSMOS 1375 DEB,,,,
14868,S16378,COSMOS 1375 DEB,,,,
14869,S16379,COSMOS 1375 DEB,,,,
14870,S16380,COSMOS 1375 DEB,,,,
14871,S16381,COSMOS 1375 DEB,,,,
14872,S16382,COSMOS 1375 DEB,,,,
14873,S16383,COSMOS 1375 DEB,,,,
14874,S16384,COSMOS 1375 DEB,,,,
14875,S16385,COSMOS 1375 DEB,,,,
14876,S16386,COSMOS 1375 DEB,,,,
14877,S16387,COSMOS 1375 DEB,,,,
14878,S16388,M-3S2 DEB,,,,
14879,S16389,SL-16 DEB,0.0,1.0,1.0,-
14880,S16390,SL-16 DEB,0.0,1.0,1.0,-
