,NORAD_ID,satname,area_1,area_2,valid,program
29559,S31453,FENGYUN 1C DEB,,,,
29560,S31454,FENGYUN 1C DEB,,,,
29561,S31455,FENGYUN 1C DEB,,,,
29562,S31456,FENGYUN 1C DEB,,,,
29563,S31457,FENGYUN 1C DEB,,,,
29564,S31458,FENGYUN 1C DEB,,,,
29565,S31459,FENGYUN 1C DEB,,,,
29566,S31460,FENGYUN 1C DEB,,,,
29567,S31461,FENGYUN 1C DEB,,,,
29568,S31462,FENGYUN 1C DEB,,,,
29569,S31463,FENGYUN 1C DEB,,,,
29570,S31464,FENGYUN 1C DEB,,,,
29571,S31465,FENGYUN 1C DEB,,,,
29572,S31466,FENGYUN 1C DEB,,,,
29573,S31467,FENGYUN 1C DEB,,,,
29574,S31468,FENGYUN 1C DEB,,,,
29575,S31469,FENGYUN 1C DEB,,,,
29576,S31470,FENGYUN 1C DEB,,,,
29577,S31471,FENGYUN 1C DEB,,,,
29578,S31472,FENGYUN 1C DEB,,,,
29579,S31473,FENGYUN 1C DEB,,,,
29580,S31474,FENGYUN 1C DEB,,,,
29581,S31475,FENGYUN 1C DEB,,,,
29582,S31476,FENGYUN 1C DEB,,,,
29583,S31477,FENGYUN 1C DEB,,,,
29584,S31478,FENGYUN 1C DEB,,,,
29585,S31479,FENGYUN 1C DEB,,,,
29586,S31480,FENGYUN 1C DEB,,,,
29587,S31481,FENGYUN 1C DEB,,,,
29588,S31482,FENGYUN 1C DEB,,,,
29589,S31483,FENGYUN 1C DEB,,,,
29590,S31484,FENGYUN 1C DEB,,,,
29591,S31485,FENGYUN 1C DEB,,,,
29592,S31486,FENGYUN 1C DEB,,,,
29593,S31487,FENGYUN 1C DEB,,,,
29594,S31488,FENGYUN 1C DEB,,,,
29595,S31489,FENGYUN 1C DEB,,,,
29596,S31490,YAOGAN 2,3.0,6.0,1.0,JB-6
29597,S31491,FENGYUN 1C DEB,,,,
29598,S31492,FENGYUN 1C DEB,,,,
29599,S31493,FENGYUN 1C DEB,,,,
29600,S31494,FENGYUN 1C DEB,,,,
29601,S31495,FENGYUN 1C DEB,,,,
29602,S31496,FENGYUN 1C DEB,,,,
29603,S31497,FENGYUN 1C DEB,,,,
29604,S31498,FENGYUN 1C DEB,,,,
29605,S31499,FENGYUN 1C DEB,,,,
29606,S31500,FENGYUN 1C DEB,,,,
29607,S31501,FENGYUN 1C DEB,,,,
29608,S31502,FENGYUN 1C DEB,,,,
29609,S31503,FENGYUN 1C DEB,,,,
29610,S31504,FENGYUN 1C DEB,,,,
29611,S31505,FENGYUN 1C DEB,,,,
29612,S31506,FENGYUN 1C DEB,,,,
29613,S31507,FENGYUN 1C DEB,,,,
29614,S31508,FENGYUN 1C DEB,,,,
29615,S31509,FENGYUN 1C DEB,,,,
29616,S31510,FENGYUN 1C DEB,,,,
29617,S31511,FENGYUN 1C DEB,,,,
29618,S31512,FENGYUN 1C DEB,,,,
29619,S31513,FENGYUN 1C DEB,,,,
29620,S31514,FENGYUN 1C DEB,,,,
29621,S31515,FENGYUN 1C DEB,,,,
29622,S31516,FENGYUN 1C DEB,,,,
29623,S31517,FENGYUN 1C DEB,,,,
29624,S31518,FENGYUN 1C DEB,,,,
29625,S31519,FENGYUN 1C DEB,,,,
29626,S31520,FENGYUN 1C DEB,,,,
29627,S31521,FENGYUN 1C DEB,,,,
29628,S31522,FENGYUN 1C DEB,,,,
29629,S31523,FENGYUN 1C DEB,,,,
29630,S31524,FENGYUN 1C DEB,,,,
29631,S31525,FENGYUN 1C DEB,,,,
29632,S31526,FENGYUN 1C DEB,,,,
29633,S31527,FENGYUN 1C DEB,,,,
29634,S31528,FENGYUN 1C DEB,,,,
29635,S31529,FENGYUN 1C DEB,,,,
29636,S31530,FENGYUN 1C DEB,,,,
29637,S31531,FENGYUN 1C DEB,,,,
29638,S31532,FENGYUN 1C DEB,,,,
29639,S31533,FENGYUN 1C DEB,,,,
29640,S31534,FENGYUN 1C DEB,,,,
29641,S31535,FENGYUN 1C DEB,,,,
29642,S31536,FENGYUN 1C DEB,,,,
29643,S31537,FENGYUN 1C DEB,,,,
29644,S31538,FENGYUN 1C DEB,,,,
29645,S31539,FENGYUN 1C DEB,,,,
29646,S31540,FENGYUN 1C DEB,,,,
29647,S31541,FENGYUN 1C DEB,,,,
29648,S31542,FENGYUN 1C DEB,,,,
29649,S31543,FENGYUN 1C DEB,,,,
29650,S31544,FENGYUN 1C DEB,,,,
29651,S31545,FENGYUN 1C DEB,,,,
29652,S31546,FENGYUN 1C DEB,,,,
29653,S31547,FENGYUN 1C DEB,,,,
29654,S31548,FENGYUN 1C DEB,,,,
29655,S31549,FENGYUN 1C DEB,,,,
29656,S31550,FENGYUN 1C DEB,,,,
29657,S31551,FENGYUN 1C DEB,,,,
29658,S31552,FENGYUN 1C DEB,,,,
29659,S31553,FENGYUN 1C DEB,,,,
29660,S31554,FENGYUN 1C DEB,,,,
29661,S31555,FENGYUN 1C DEB,,,,
29662,S31556,FENGYUN 1C DEB,,,,
29663,S31557,FENGYUN 1C DEB,,,,
29664,S31558,FENGYUN 1C DEB,,,,
29665,S31559,FENGYUN 1C DEB,,,,
29666,S31560,FENGYUN 1C DEB,,,,
29667,S31561,FENGYUN 1C DEB,,,,
29668,S31562,FENGYUN 1C DEB,,,,
29669,S31563,FENGYUN 1C DEB,,,,
29670,S31564,FENGYUN 1C DEB,,,,
29671,S31565,FENGYUN 1C DEB,,,,
29672,S31566,FENGYUN 1C DEB,,,,
29673,S31567,FENGYUN 1C DEB,,,,
29674,S31568,FENGYUN 1C DEB,,,,
29675,S31569,FENGYUN 1C DEB,,,,
29676,S31570,FENGYUN 1C DEB,,,,
29677,S31571,GLOBALSTAR M065,0.9,7.2,1.0,Globalstar
29678,S31572,FREGAT DEB,,,,
29679,S31573,GLOBALSTAR M069,0.9,7.2,1.0,Globalstar
29680,S31574,GLOBALSTAR M072,0.9,7.2,1.0,Globalstar
29681,S31575,SL-4 R/B,,,,
29682,S31576,GLOBALSTAR M071,0.9,7.2,1.0,Globalstar
29683,S31577,EUTE 8A (SINOSAT 3),9.69,30.77,1.0,Sinosat
29684,S31578,CZ-3A R/B,,,,
29685,S31579,NIMBUS 2 DEB,,,,
29686,S31580,RESURS O1 DEB,,,,
29687,S31581,CBERS 1 DEB,,,,
29688,S31582,CBERS 1 DEB,,,,
29689,S31583,CBERS 1 DEB,,,,
29690,S31584,CBERS 1 DEB,,,,
29691,S31585,CBERS 1 DEB,,,,
29692,S31586,CBERS 1 DEB,,,,
29693,S31587,CBERS 1 DEB,,,,
29694,S31588,CBERS 1 DEB,,,,
29695,S31589,CBERS 1 DEB,,,,
29696,S31590,CBERS 1 DEB,,,,
29697,S31591,CBERS 1 DEB,,,,
29698,S31592,CBERS 1 DEB,,,,
29699,S31593,CBERS 1 DEB,,,,
29700,S31594,CBERS 1 DEB,,,,
29701,S31595,COSMOS 2427,,,,
29702,S31596,SL-4 R/B,,,,
29703,S31597,SL-4 DEB,,,,
29704,S31598,SKYMED 1,1.96,16.8,1.0,COSMO
29705,S31599,DELTA 2 R/B,,,,
29706,S31600,STS 117,,,,
29707,S31602,SHAVIT R/B,,,,
29708,S31603,ISS DEB,,,,
29709,S31604,ISS DEB,,,,
29710,S31605,ISS DEB,,,,
29711,S31606,ISS DEB,,,,
29712,S31607,ISS DEB,,,,
29713,S31608,FENGYUN 1C DEB,,,,
29714,S31609,FENGYUN 1C DEB,,,,
29715,S31610,FENGYUN 1C DEB,,,,
29716,S31611,FENGYUN 1C DEB,,,,
29717,S31612,FENGYUN 1C DEB,,,,
29718,S31613,FENGYUN 1C DEB,,,,
29719,S31614,FENGYUN 1C DEB,,,,
29720,S31615,FENGYUN 1C DEB,,,,
29721,S31616,FENGYUN 1C DEB,,,,
29722,S31617,FENGYUN 1C DEB,,,,
29723,S31618,FENGYUN 1C DEB,,,,
29724,S31619,FENGYUN 1C DEB,,,,
29725,S31620,FENGYUN 1C DEB,,,,
29726,S31621,FENGYUN 1C DEB,,,,
29727,S31622,FENGYUN 1C DEB,,,,
29728,S31623,FENGYUN 1C DEB,,,,
29729,S31624,FENGYUN 1C DEB,,,,
29730,S31625,FENGYUN 1C DEB,,,,
29731,S31626,FENGYUN 1C DEB,,,,
29732,S31627,FENGYUN 1C DEB,,,,
29733,S31628,FENGYUN 1C DEB,,,,
29734,S31629,FENGYUN 1C DEB,,,,
29735,S31630,FENGYUN 1C DEB,,,,
29736,S31631,FENGYUN 1C DEB,,,,
29737,S31632,FENGYUN 1C DEB,,,,
29738,S31633,FENGYUN 1C DEB,,,,
29739,S31634,FENGYUN 1C DEB,,,,
29740,S31635,FENGYUN 1C DEB,,,,
29741,S31636,FENGYUN 1C DEB,,,,
29742,S31637,FENGYUN 1C DEB,,,,
29743,S31638,FENGYUN 1C DEB,,,,
29744,S31639,FENGYUN 1C DEB,,,,
29745,S31640,FENGYUN 1C DEB,,,,
29746,S31641,FENGYUN 1C DEB,,,,
29747,S31642,FENGYUN 1C DEB,,,,
29748,S31643,FENGYUN 1C DEB,,,,
29749,S31644,FENGYUN 1C DEB,,,,
29750,S31645,FENGYUN 1C DEB,,,,
29751,S31646,FENGYUN 1C DEB,,,,
29752,S31647,FENGYUN 1C DEB,,,,
29753,S31648,FENGYUN 1C DEB,,,,
29754,S31649,FENGYUN 1C DEB,,,,
29755,S31650,FENGYUN 1C DEB,,,,
29756,S31651,FENGYUN 1C DEB,,,,
29757,S31652,FENGYUN 1C DEB,,,,
29758,S31653,FENGYUN 1C DEB,,,,
29759,S31654,FENGYUN 1C DEB,,,,
29760,S31655,FENGYUN 1C DEB,,,,
29761,S31656,FENGYUN 1C DEB,,,,
29762,S31657,FENGYUN 1C DEB,,,,
29763,S31658,FENGYUN 1C DEB,,,,
29764,S31659,FENGYUN 1C DEB,,,,
29765,S31660,FENGYUN 1C DEB,,,,
29766,S31661,FENGYUN 1C DEB,,,,
29767,S31662,FENGYUN 1C DEB,,,,
29768,S31663,FENGYUN 1C DEB,,,,
29769,S31664,FENGYUN 1C DEB,,,,
29770,S31665,FENGYUN 1C DEB,,,,
29771,S31666,FENGYUN 1C DEB,,,,
29772,S31667,FENGYUN 1C DEB,,,,
29773,S31668,FENGYUN 1C DEB,,,,
29774,S31669,FENGYUN 1C DEB,,,,
29775,S31670,FENGYUN 1C DEB,,,,
29776,S31671,FENGYUN 1C DEB,,,,
29777,S31672,FENGYUN 1C DEB,,,,
29778,S31673,FENGYUN 1C DEB,,,,
29779,S31674,FENGYUN 1C DEB,,,,
29780,S31675,FENGYUN 1C DEB,,,,
29781,S31676,FENGYUN 1C DEB,,,,
29782,S31677,FENGYUN 1C DEB,,,,
29783,S31678,FENGYUN 1C DEB,,,,
29784,S31679,FENGYUN 1C DEB,,,,
29785,S31680,FENGYUN 1C DEB,,,,
29786,S31681,FENGYUN 1C DEB,,,,
29787,S31682,FENGYUN 1C DEB,,,,
29788,S31683,FENGYUN 1C DEB,,,,
29789,S31684,FENGYUN 1C DEB,,,,
29790,S31685,FENGYUN 1C DEB,,,,
29791,S31686,FENGYUN 1C DEB,,,,
29792,S31687,FENGYUN 1C DEB,,,,
29793,S31688,FENGYUN 1C DEB,,,,
29794,S31689,FENGYUN 1C DEB,,,,
29795,S31690,FENGYUN 1C DEB,,,,
29796,S31691,FENGYUN 1C DEB,,,,
29797,S31692,FENGYUN 1C DEB,,,,
29798,S31693,FENGYUN 1C DEB,,,,
29799,S31694,FENGYUN 1C DEB,,,,
29800,S31695,FENGYUN 1C DEB,,,,
29801,S31696,FENGYUN 1C DEB,,,,
29802,S31697,FENGYUN 1C DEB,,,,
29803,S31698,TERRA SAR X,11.96,11.96,1.0,TerraSAR
29804,S31699,SL-24 R/B,9.0,9.0,1.0,-
29805,S31700,SL-24 DEB,,,,
29806,S31702,ATLAS 5 CENTAUR R/B,36.27,36.27,1.0,-
29807,S31709,FENGYUN 1C DEB,,,,
29808,S31710,FENGYUN 1C DEB,,,,
29809,S31711,FENGYUN 1C DEB,,,,
29810,S31712,FENGYUN 1C DEB,,,,
29811,S31713,FENGYUN 1C DEB,,,,
29812,S31714,FENGYUN 1C DEB,,,,
29813,S31715,FENGYUN 1C DEB,,,,
29814,S31716,FENGYUN 1C DEB,,,,
29815,S31717,FENGYUN 1C DEB,,,,
29816,S31718,FENGYUN 1C DEB,,,,
29817,S31719,FENGYUN 1C DEB,,,,
29818,S31720,FENGYUN 1C DEB,,,,
29819,S31721,FENGYUN 1C DEB,,,,
29820,S31722,FENGYUN 1C DEB,,,,
29821,S31723,FENGYUN 1C DEB,,,,
29822,S31724,FENGYUN 1C DEB,,,,
29823,S31725,FENGYUN 1C DEB,,,,
29824,S31726,FENGYUN 1C DEB,,,,
29825,S31727,FENGYUN 1C DEB,,,,
29826,S31728,FENGYUN 1C DEB,,,,
29827,S31729,FENGYUN 1C DEB,,,,
29828,S31730,FENGYUN 1C DEB,,,,
29829,S31731,FENGYUN 1C DEB,,,,
29830,S31732,FENGYUN 1C DEB,,,,
29831,S31733,FENGYUN 1C DEB,,,,
29832,S31734,FENGYUN 1C DEB,,,,
29833,S31735,FENGYUN 1C DEB,,,,
29834,S31736,FENGYUN 1C DEB,,,,
29835,S31737,FENGYUN 1C DEB,,,,
29836,S31738,FENGYUN 1C DEB,,,,
29837,S31739,FENGYUN 1C DEB,,,,
29838,S31740,FENGYUN 1C DEB,,,,
29839,S31741,FENGYUN 1C DEB,,,,
29840,S31742,FENGYUN 1C DEB,,,,
29841,S31743,FENGYUN 1C DEB,,,,
29842,S31744,FENGYUN 1C DEB,,,,
29843,S31745,FENGYUN 1C DEB,,,,
29844,S31746,FENGYUN 1C DEB,,,,
29845,S31747,FENGYUN 1C DEB,,,,
29846,S31748,FENGYUN 1C DEB,,,,
29847,S31749,FENGYUN 1C DEB,,,,
29848,S31750,FENGYUN 1C DEB,,,,
29849,S31751,FENGYUN 1C DEB,,,,
29850,S31752,FENGYUN 1C DEB,,,,
29851,S31753,FENGYUN 1C DEB,,,,
29852,S31754,FENGYUN 1C DEB,,,,
29853,S31755,FENGYUN 1C DEB,,,,
29854,S31756,FENGYUN 1C DEB,,,,
29855,S31757,FENGYUN 1C DEB,,,,
29856,S31758,FENGYUN 1C DEB,,,,
29857,S31759,FENGYUN 1C DEB,,,,
29858,S31760,FENGYUN 1C DEB,,,,
29859,S31761,FENGYUN 1C DEB,,,,
29860,S31762,FENGYUN 1C DEB,,,,
29861,S31763,FENGYUN 1C DEB,,,,
29862,S31764,FENGYUN 1C DEB,,,,
29863,S31765,FENGYUN 1C DEB,,,,
29864,S31766,FENGYUN 1C DEB,,,,
29865,S31767,FENGYUN 1C DEB,,,,
29866,S31768,FENGYUN 1C DEB,,,,
29867,S31769,FENGYUN 1C DEB,,,,
29868,S31770,FENGYUN 1C DEB,,,,
29869,S31771,FENGYUN 1C DEB,,,,
29870,S31772,FENGYUN 1C DEB,,,,
29871,S31773,FENGYUN 1C DEB,,,,
29872,S31774,FENGYUN 1C DEB,,,,
29873,S31775,FENGYUN 1C DEB,,,,
29874,S31776,FENGYUN 1C DEB,,,,
29875,S31777,FENGYUN 1C DEB,,,,
29876,S31778,FENGYUN 1C DEB,,,,
29877,S31779,FENGYUN 1C DEB,,,,
29878,S31780,FENGYUN 1C DEB,,,,
29879,S31781,FENGYUN 1C DEB,,,,
29880,S31782,FENGYUN 1C DEB,,,,
29881,S31783,FENGYUN 1C DEB,,,,
29882,S31784,FENGYUN 1C DEB,,,,
29883,S31785,FENGYUN 1C DEB,,,,
29884,S31786,FENGYUN 1C DEB,,,,
29885,S31787,FENGYUN 1C DEB,,,,
29886,S31788,FENGYUN 1C DEB,,,,
29887,S31789,GENESIS 2,,,,
29888,S31790,SL-24 R/B,,,,
29889,S31791,SL-24 DEB,6.25,6.25,1.0,-
29890,S31792,COSMOS 2428,6.3,31.78,1.0,Tselina-2
29891,S31793,SL-16 R/B,43.29,43.29,1.0,-
29892,S31794,SL-16 DEB,0.0,1.0,1.0,-
29893,S31795,SL-16 DEB,0.0,1.0,1.0,-
29894,S31796,SL-16 DEB,0.0,1.0,1.0,-
29895,S31798,SL-8 R/B,,,,
29896,S31799,SL-16 DEB,0.0,1.0,1.0,-
29897,S31800,CHINASAT 6B,12.5,75.0,1.0,ZX
29898,S31801,CZ-3B R/B,,,,
29899,S31802,FENGYUN 1C DEB,,,,
29900,S31803,FENGYUN 1C DEB,,,,
29901,S31804,FENGYUN 1C DEB,,,,
29902,S31805,FENGYUN 1C DEB,,,,
29903,S31806,FENGYUN 1C DEB,,,,
29904,S31807,FENGYUN 1C DEB,,,,
29905,S31808,FENGYUN 1C DEB,,,,
29906,S31809,FENGYUN 1C DEB,,,,
29907,S31810,FENGYUN 1C DEB,,,,
29908,S31811,FENGYUN 1C DEB,,,,
29909,S31812,FENGYUN 1C DEB,,,,
29910,S31813,FENGYUN 1C DEB,,,,
29911,S31814,FENGYUN 1C DEB,,,,
29912,S31815,FENGYUN 1C DEB,,,,
29913,S31816,FENGYUN 1C DEB,,,,
29914,S31817,FENGYUN 1C DEB,,,,
29915,S31818,FENGYUN 1C DEB,,,,
29916,S31819,FENGYUN 1C DEB,,,,
29917,S31820,FENGYUN 1C DEB,,,,
29918,S31821,FENGYUN 1C DEB,,,,
29919,S31822,FENGYUN 1C DEB,,,,
29920,S31823,FENGYUN 1C DEB,,,,
29921,S31824,FENGYUN 1C DEB,,,,
29922,S31825,FENGYUN 1C DEB,,,,
29923,S31826,FENGYUN 1C DEB,,,,
29924,S31827,FENGYUN 1C DEB,,,,
29925,S31828,FENGYUN 1C DEB,,,,
29926,S31829,FENGYUN 1C DEB,,,,
29927,S31830,FENGYUN 1C DEB,,,,
29928,S31831,FENGYUN 1C DEB,,,,
29929,S31832,FENGYUN 1C DEB,,,,
29930,S31833,FENGYUN 1C DEB,,,,
29931,S31834,FENGYUN 1C DEB,,,,
29932,S31835,FENGYUN 1C DEB,,,,
29933,S31836,FENGYUN 1C DEB,,,,
29934,S31837,FENGYUN 1C DEB,,,,
29935,S31838,FENGYUN 1C DEB,,,,
29936,S31839,FENGYUN 1C DEB,,,,
29937,S31840,FENGYUN 1C DEB,,,,
29938,S31841,FENGYUN 1C DEB,,,,
29939,S31842,FENGYUN 1C DEB,,,,
29940,S31843,FENGYUN 1C DEB,,,,
29941,S31844,FENGYUN 1C DEB,,,,
29942,S31845,FENGYUN 1C DEB,,,,
29943,S31846,FENGYUN 1C DEB,,,,
29944,S31847,FENGYUN 1C DEB,,,,
29945,S31848,FENGYUN 1C DEB,,,,
29946,S31849,FENGYUN 1C DEB,,,,
29947,S31850,FENGYUN 1C DEB,,,,
29948,S31851,FENGYUN 1C DEB,,,,
29949,S31852,FENGYUN 1C DEB,,,,
29950,S31853,FENGYUN 1C DEB,,,,
29951,S31854,FENGYUN 1C DEB,,,,
29952,S31855,FENGYUN 1C DEB,,,,
29953,S31856,FENGYUN 1C DEB,,,,
29954,S31857,FENGYUN 1C DEB,,,,
29955,S31858,FENGYUN 1C DEB,,,,
29956,S31859,FENGYUN 1C DEB,,,,
29957,S31860,FENGYUN 1C DEB,,,,
29958,S31861,FENGYUN 1C DEB,,,,
29959,S31862,DIRECTV 10,26.4,158.73,1.0,DirecTV
29960,S31863,BREEZE-M DEB (TANK),8.4,16.0,1.0,-
29961,S31864,BREEZE-M R/B,,,,
29962,S31865,OICETS DEB,,,,
29963,S31866,SL-12 DEB,,,,
29964,S31867,CBERS 1 DEB,,,,
29965,S31868,CBERS 1 DEB,,,,
29966,S31869,CBERS 1 DEB,,,,
29967,S31870,CBERS 1 DEB,,,,
29968,S31871,CBERS 1 DEB,,,,
29969,S31872,CBERS 1 DEB,,,,
29970,S31873,CBERS 1 DEB,,,,
29971,S31874,CBERS 1 DEB,,,,
29972,S31875,CBERS 1 DEB,,,,
29973,S31876,CBERS 1 DEB,,,,
29974,S31877,FENGYUN 1C DEB,,,,
29975,S31878,FENGYUN 1C DEB,,,,
29976,S31879,FENGYUN 1C DEB,,,,
29977,S31880,FENGYUN 1C DEB,,,,
29978,S31881,FENGYUN 1C DEB,,,,
29979,S31882,FENGYUN 1C DEB,,,,
29980,S31883,FENGYUN 1C DEB,,,,
29981,S31884,FENGYUN 1C DEB,,,,
29982,S31885,FENGYUN 1C DEB,,,,
29983,S31886,FENGYUN 1C DEB,,,,
29984,S31887,FENGYUN 1C DEB,,,,
29985,S31888,FENGYUN 1C DEB,,,,
29986,S31889,FENGYUN 1C DEB,,,,
29987,S31890,FENGYUN 1C DEB,,,,
29988,S31891,FENGYUN 1C DEB,,,,
29989,S31892,FENGYUN 1C DEB,,,,
29990,S31893,FENGYUN 1C DEB,,,,
29991,S31894,FENGYUN 1C DEB,,,,
29992,S31895,FENGYUN 1C DEB,,,,
29993,S31896,FENGYUN 1C DEB,,,,
29994,S31897,FENGYUN 1C DEB,,,,
29995,S31898,FENGYUN 1C DEB,,,,
29996,S31899,FENGYUN 1C DEB,,,,
29997,S31900,FENGYUN 1C DEB,,,,
29998,S31901,FENGYUN 1C DEB,,,,
29999,S31902,FENGYUN 1C DEB,,,,
30000,S31903,FENGYUN 1C DEB,,,,
30001,S31904,FENGYUN 1C DEB,,,,
30002,S31905,FENGYUN 1C DEB,,,,
30003,S31906,FENGYUN 1C DEB,,,,
30004,S31907,FENGYUN 1C DEB,,,,
30005,S31908,FENGYUN 1C DEB,,,,
30006,S31909,FENGYUN 1C DEB,,,,
30007,S31910,FENGYUN 1C DEB,,,,
30008,S31911,FENGYUN 1C DEB,,,,
30009,S31912,FENGYUN 1C DEB,,,,
30010,S31913,FENGYUN 1C DEB,,,,
30011,S31914,FENGYUN 1C DEB,,,,
30012,S31915,FENGYUN 1C DEB,,,,
30013,S31916,FENGYUN 1C DEB,,,,
30014,S31917,FENGYUN 1C DEB,,,,
30015,S31918,FENGYUN 1C DEB,,,,
30016,S31919,FENGYUN 1C DEB,,,,
30017,S31920,FENGYUN 1C DEB,,,,
30018,S31921,FENGYUN 1C DEB,,,,
30019,S31922,FENGYUN 1C DEB,,,,
30020,S31923,FENGYUN 1C DEB,,,,
30021,S31924,FENGYUN 1C DEB,,,,
30022,S31925,FENGYUN 1C DEB,,,,
30023,S31926,FENGYUN 1C DEB,,,,
30024,S31927,ISS DEB (VSSA),,,,
30025,S31928,ISS DEB (EAS),,,,
30026,S31929,FENGYUN 1C DEB,,,,
30027,S31930,FENGYUN 1C DEB,,,,
30028,S31931,FENGYUN 1C DEB,,,,
30029,S31932,FENGYUN 1C DEB,,,,
30030,S31933,FENGYUN 1C DEB,,,,
30031,S31934,FENGYUN 1C DEB,,,,
30032,S31935,FENGYUN 1C DEB,,,,
30033,S31936,FENGYUN 1C DEB,,,,
30034,S31937,FENGYUN 1C DEB,,,,
30035,S31938,FENGYUN 1C DEB,,,,
30036,S31939,FENGYUN 1C DEB,,,,
30037,S31940,FENGYUN 1C DEB,,,,
30038,S31941,FENGYUN 1C DEB,,,,
30039,S31942,FENGYUN 1C DEB,,,,
30040,S31943,FENGYUN 1C DEB,,,,
30041,S31944,FENGYUN 1C DEB,,,,
30042,S31945,FENGYUN 1C DEB,,,,
30043,S31946,FENGYUN 1C DEB,,,,
30044,S31947,FENGYUN 1C DEB,,,,
30045,S31948,FENGYUN 1C DEB,,,,
30046,S31949,FENGYUN 1C DEB,,,,
30047,S31950,FENGYUN 1C DEB,,,,
30048,S31951,FENGYUN 1C DEB,,,,
30049,S31952,FENGYUN 1C DEB,,,,
30050,S31953,FENGYUN 1C DEB,,,,
30051,S31954,FENGYUN 1C DEB,,,,
30052,S31955,FENGYUN 1C DEB,,,,
30053,S31956,FENGYUN 1C DEB,,,,
30054,S31957,FENGYUN 1C DEB,,,,
30055,S31958,FENGYUN 1C DEB,,,,
30056,S31959,FENGYUN 1C DEB,,,,
30057,S31960,FENGYUN 1C DEB,,,,
30058,S31961,FENGYUN 1C DEB,,,,
30059,S31962,FENGYUN 1C DEB,,,,
30060,S31963,FENGYUN 1C DEB,,,,
30061,S31964,FENGYUN 1C DEB,,,,
30062,S31965,FENGYUN 1C DEB,,,,
30063,S31966,FENGYUN 1C DEB,,,,
30064,S31967,FENGYUN 1C DEB,,,,
30065,S31968,FENGYUN 1C DEB,,,,
30066,S31969,FENGYUN 1C DEB,,,,
30067,S31970,FENGYUN 1C DEB,,,,
30068,S31971,FENGYUN 1C DEB,,,,
30069,S31972,FENGYUN 1C DEB,,,,
30070,S31973,FENGYUN 1C DEB,,,,
30071,S31974,FENGYUN 1C DEB,,,,
30072,S31975,FENGYUN 1C DEB,,,,
30073,S31976,FENGYUN 1C DEB,,,,
30074,S31977,FENGYUN 1C DEB,,,,
30075,S31978,FENGYUN 1C DEB,,,,
30076,S31979,FENGYUN 1C DEB,,,,
30077,S31980,FENGYUN 1C DEB,,,,
30078,S31981,FENGYUN 1C DEB,,,,
30079,S31982,FENGYUN 1C DEB,,,,
30080,S31983,FENGYUN 1C DEB,,,,
30081,S31984,FENGYUN 1C DEB,,,,
30082,S31985,FENGYUN 1C DEB,,,,
30083,S31986,FENGYUN 1C DEB,,,,
30084,S31987,FENGYUN 1C DEB,,,,
30085,S31988,FENGYUN 1C DEB,,,,
30086,S31989,FENGYUN 1C DEB,,,,
30087,S31990,FENGYUN 1C DEB,,,,
30088,S31991,FENGYUN 1C DEB,,,,
30089,S31992,FENGYUN 1C DEB,,,,
30090,S31993,FENGYUN 1C DEB,,,,
30091,S31994,FENGYUN 1C DEB,,,,
30092,S31995,FENGYUN 1C DEB,,,,
30093,S31996,FENGYUN 1C DEB,,,,
30094,S31997,FENGYUN 1C DEB,,,,
30095,S31998,FENGYUN 1C DEB,,,,
30096,S31999,ISIS 1 DEB,,,,
30097,S32000,ATLAS 5 CENTAUR R/B,,,,
30098,S32001,PROGRESS-M 61,,,,
30099,S32002,SL-4 R/B,,,,
30100,S32005,SL-16 DEB,,,,
30101,S32006,SL-16 DEB,,,,
30102,S32007,DELTA 2 R/B(1),,,,
30103,S32008,STS 118,,,,
30104,S32009,H-2A DEB,,,,
30105,S32010,H-2A DEB,,,,
30106,S32011,H-2A DEB,,,,
30107,S32012,H-2A DEB,,,,
30108,S32013,H-2A DEB,,,,
30109,S32014,H-2A DEB,,,,
30110,S32015,H-2A DEB,,,,
30111,S32016,H-2A DEB,,,,
30112,S32017,H-2A DEB,,,,
30113,S32018,SPACEWAY 3,16.32,130.88,1.0,Spaceway
30114,S32019,BSAT-3A,7.22,27.93,1.0,BSAT
30115,S32020,ARIANE 5 DEB (SYLDA),,,,
30116,S32021,ARIANE 5 R/B,38.5,38.5,1.0,-
30117,S32022,SL-12 DEB,,,,
30118,S32023,SL-12 DEB,,,,
30119,S32024,SL-12 DEB,,,,
30120,S32025,BREEZE-M DEB,,,,
30121,S32026,BREEZE-M DEB,,,,
30122,S32027,BREEZE-M DEB,,,,
30123,S32028,BREEZE-M DEB,,,,
30124,S32029,BREEZE-M DEB,,,,
30125,S32030,BREEZE-M DEB,,,,
30126,S32031,BREEZE-M DEB,,,,
30127,S32032,BREEZE-M DEB,,,,
30128,S32033,BREEZE-M DEB,,,,
30129,S32034,BREEZE-M DEB,,,,
30130,S32035,BREEZE-M DEB,,,,
30131,S32036,BREEZE-M DEB,,,,
30132,S32037,BREEZE-M DEB,,,,
30133,S32038,BREEZE-M DEB,,,,
30134,S32039,BREEZE-M DEB,,,,
30135,S32040,BREEZE-M DEB,,,,
30136,S32041,BREEZE-M DEB,,,,
30137,S32042,BREEZE-M DEB,,,,
30138,S32043,BREEZE-M DEB,,,,
30139,S32044,BREEZE-M DEB,,,,
30140,S32045,BREEZE-M DEB,,,,
30141,S32046,BREEZE-M DEB,,,,
30142,S32047,BREEZE-M DEB,,,,
