#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Observation Type, Mission, Provenance Name, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Calibration Level, Start Time, Exposure Length, Release Date, Proposal Type
#@string, string, string, string, string, string, string, string, string, string, ra, dec, int, float, float, float, string
intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,calib_level,t_min,t_exptime,t_obs_release,proposal_type
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,DESI-170.3128+00.8305,GALAXY;GRAVITATIONAL LENS,ifpie9020,170.31279,0.83045,3,61105.4969485764,696,61106.05476855,SNAP
science,HST,CALACS,ACS/WFC,HST,FR656N,OPTICAL,J112224+412052,GALAXY;DWARF COMPACT;STARBURST,jfqc17010,170.60134125,41.34788055556,3,61094.5159867708,630,61275.72200223,GO
science,HST,CALACS,ACS/SBC,HST,F140LP,UV,J1355+4651,GALAXY;DWARF COMPACT;STARBURST,jfg123kwq,208.8569166667,46.86426111111,3,61102.9468915162,450,61287.02124996,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02m2q,298.3717439776,41.29172650507,3,61089.0683610764,223.73819,61270.32118052,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd601040,186.441125,12.66352222222,3,61098.7256164699,770,61280.33261569,GO
science,HST,CALWF3,WFC3/UVIS,HST,F390W,OPTICAL,NGC-4472,GALAXY;ELLIPTICAL,ifey26010,187.44484,8.000480555556,3,61105.6891245023,900,61290.25665509,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,IC4040,GALAXY;EMISSION LINE NEBULA;SPIRAL,jfhs02010,195.1637791667,28.05011388889,3,61099.2224585301,2510,61280.48245375,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe06vpq,247.6535593952,-0.9015631673034,3,61091.0840309375,723,61272.41636571,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4192-C,GALAXY;SPIRAL,ifoq05030,183.4552345833,14.89557222222,3,61098.5039153588,687,61099.07886571,GO
science,HST,CALACS,ACS/WFC,HST,F658N,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfrp14010,270.6965082214,-23.14641776305,3,61093.0302808681,2160,61274.2201389,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa903kqq,225.0005043743,1.881482831704,3,61102.8388352662,1051,61287.03134259,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa904ksq,225.000383245,1.881314934695,3,61102.8863700579,1383,61287.03510414,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,DCLS1107+2459,GALAXY;GRAVITATIONAL LENS,jf545k010,166.8355122885,25.00733254645,3,61102.0940727199,674,61102.50853005,SNAP
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02mjq,298.3720453759,41.29334581653,3,61089.130641088,223.73819,61270.32129626,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02m0q,298.3717439776,41.29172650508,3,61089.0622732986,223.73819,61270.32118052,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,J0926+4504,GALAXY;DWARF COMPACT;STARBURST,jfg111010,141.731,45.07563888889,3,61101.1760811343,780,61285.29033557,GO
science,HST,CALWF3,WFC3/IR,HST,F105W,INFRARED,GB1505+1944,GALAXY;EMISSION LINE NEBULA;SEYFERT,ifg610020,226.3242201365,19.74563623079,3,61094.6546385069,2212,61275.86374995,GO
science,HST,CALACS,ACS/WFC,HST,F658N,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfrp15010,270.6958218425,-23.14587076488,3,61093.0956512384,2160,61274.48824079,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp15g6q,270.6184601401,-23.07336100079,3,61093.0979198264,600,61274.44247684,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F673N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp15gbq,270.6184601401,-23.07336100079,3,61093.1143664699,800,61274.44184031,GO/DD
science,HST,CALACS,ACS/SBC,HST,F125LP,UV,J1206+5007,GALAXY;DWARF COMPACT;STARBURST,jfg151v6q,181.5354270498,50.1219084113,3,61098.1160930208,1100,61279.8260068,GO
science,HST,CALWF3,WFC3/UVIS,HST,F225W,UV,P330E,CALIBRATION;PHOTOMETRIC,ifj451zjq,247.8912270769,30.14495640794,3,61091.8731164699,300,61092.49563658,CAL/WFC3
science,HST,CALACS,ACS/WFC,HST,F658N,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfrp11010,270.6971946059,-23.14696475825,3,61091.1343778935,2160,61272.81194428,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,SDSS-J133907.13+131039.6,GALAXY;ELLIPTICAL;GRAVITATIONAL LENS;QUASAR,ifel04010,204.77975375,13.17767222222,3,61106.6062426736,2160,61290.92239571,GO
science,HST,CALWF3,WFC3/IR,HST,G102,INFRARED,GD-153,STAR;DA,ifm752ohq,194.2662631724,22.03254431012,3,61096.4844418171,102.934334,61096.58057854,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,GD-153,STAR;DA,ifm752olq,194.2623687936,22.03462502438,3,61096.495390706,102.934334,61096.71949069,CAL/WFC3
science,HST,CALACS,ACS/WFC,HST,FR853N,OPTICAL,J095700+235709,GALAXY;DWARF COMPACT;STARBURST,jfqc13020,149.2518754167,23.95250555556,3,61095.5700030903,1020,61276.83684022,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa908qeq,225.0004447081,1.881714131268,3,61103.8841822917,1051,61288.01101845,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,SN2023FYQ,EXT-STAR;SUPERNOVA TYPE IB,ifd601020,186.441125,12.66352222222,3,61098.7064731482,2082,61280.33296297,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4192-C,GALAXY;SPIRAL,ifoq05050,183.4552345833,14.89557222222,3,61098.5140079514,996,61099.7100346,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4192-C,GALAXY;SPIRAL,ifoq05070,183.4552345833,14.89557222222,3,61098.5298294329,616,61099.71635404,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa910zhq,225.0002619661,1.881564781367,3,61105.7609415509,1383,61290.24201392,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,KOI-3476,STAR;G V-IV,if8l02m3q,298.3720453759,41.29334581662,3,61089.0714047801,223.73819,61270.32118052,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa911zlq,225.0001951226,1.881593282852,3,61105.8440896991,1051,61290.27511574,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp15g4q,270.6184601401,-23.07336100079,3,61093.095037963,90,61274.31620368,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z7q,258.0820946608,-56.92607409147,3,61091.8058479514,311,61273.49623849,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,DW1329-45,GALAXY;DWARF ELLIPTICAL,ifmy1e020,202.2916666667,-45.17527777778,3,61106.6917170949,1264,61106.89244211,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,DW1329-45,GALAXY;DWARF ELLIPTICAL,ifmy1e010,202.2916666667,-45.17527777778,3,61106.6791593403,796,61106.90011574,GO
science,HST,CALWF3,WFC3/IR,HST,G102,INFRARED,GD-153,STAR;DA,ifm752oeq,194.2584743012,22.03670565041,3,61096.4815366551,102.934334,61096.58059012,CAL/WFC3
science,HST,CALACS,ACS/SBC,HST,F140LP,UV,J0926+4504,GALAXY;DWARF COMPACT;STARBURST,jfg112inq,141.7316392363,45.07521224045,3,61102.1599700231,450,61286.46361116,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs06030,195.0069367499,28.03035007373,3,61093.2172716435,1440,61274.61017348,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,NGVS-UCD352,GALAXY;DWARF COMPACT,ifbs02020,187.5252470833,12.66499166667,3,61106.5389508102,2325,61198.83734948,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4501-S,GALAXY;SPIRAL,ifoq29060,188.0158183333,14.40472222222,3,61106.8183260069,2028,61107.28119207,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4501-S,GALAXY;SPIRAL,ifoq29070,188.0158183333,14.40472222222,3,61106.8282448727,616,61107.28578697,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq06020,183.5232085716,14.77350097605,3,61099.5657323727,2300,61099.90872681,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq29020,188.0858057201,14.33666272248,3,61106.8187530903,2300,61107.31922453,GO
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,J1331+4151,GALAXY;STARBURST,jfec14030,202.8620032644,41.86338215378,3,61096.2961392708,1340,61277.58076373,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,NGC4501-S,GALAXY;SPIRAL,ifoq29040,188.0158183333,14.40472222222,3,61106.8065319097,1044,61107.68094891,GO
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4192-S,GALAXY;SPIRAL,ifoq06050,183.4733125,14.85657777778,3,61099.5594012731,996,61099.87304391,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa902knq,225.0005664148,1.881464418816,3,61102.7734996875,1051,61287.03163194,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,V-XX-CEN,STAR;CEPHEID,ifje22020,205.0776340166,-57.61318776413,3,61103.1598783912,3.055965,61287.55518507,GO
science,HST,CALWF3,WFC3/IR,HST,F153M,INFRARED,V-XX-CEN,STAR;CEPHEID,ifjex2nbq,205.0817741666,-57.58820347464,3,61103.1629868866,7.677242,61287.5551272,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z5q,258.0820283206,-56.92597837117,3,61091.7958942477,311,61273.49620377,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z4q,258.0819766277,-56.92573337351,3,61091.7909175926,311,61273.49631951,GO
science,HST,CALACS,ACS/SBC,HST,F140LP,UV,J1331+4151,GALAXY;STARBURST,jfec14020,202.8620032644,41.86338215378,3,61096.2907341088,800,61277.58085632,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp14f1q,270.6191458333,-23.07390833333,3,61093.0296675926,90,61274.17528935,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp14f5q,270.6191458333,-23.07390833333,3,61093.0413342593,500,61274.1752199,GO/DD
science,HST,CALWF3,WFC3/UVIS,HST,F225W,UV,P330E,CALIBRATION;PHOTOMETRIC,ifj451z9q,247.8912285118,30.14495686352,3,61091.8481976042,325,61092.49591441,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa912fcq,225.0001331435,1.881611886042,3,61106.7586615394,1051,61290.87815964,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4192-S,GALAXY;SPIRAL,ifoq06070,183.4733125,14.85657777778,3,61099.5752231481,616,61099.86413185,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq28020,188.0559371126,14.36910992049,3,61107.5366335648,2300,61107.8333333,GO
science,HST,CALWF3,WFC3/IR,HST,F140W,INFRARED,GD-153,STAR;DA,ifm752okq,194.2623687936,22.03462502445,3,61096.4949510764,2.932291,61096.71949069,CAL/WFC3
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,J0926+4504,GALAXY;DWARF COMPACT;STARBURST,jfg112010,141.7316392363,45.07521224045,3,61102.1558267014,780,61286.46379635,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z2q,258.0817834731,-56.92558036253,3,61091.7809638889,311,61273.49662039,GO
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zgq,247.8903331862,30.14710362625,3,61091.8663690625,59.900002,61092.49552084,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zbq,247.8912599006,30.14488175543,3,61091.8571557523,59.900002,61092.4954514,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F775W,OPTICAL,2MASS-J13550323-8258375,STAR;BROWN DWARF;EXTRA-SOLAR PLANET,ifnf08lqq,208.7397181103,-82.97915375748,3,61103.0519256134,452,61287.15893515,GO
science,HST,CALWF3,WFC3/UVIS,HST,F775W,OPTICAL,2MASS-J13550323-8258375,STAR;BROWN DWARF;EXTRA-SOLAR PLANET,ifnf08loq,208.7565255822,-82.97934919992,3,61103.0447496875,452,61287.1631944,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,2MASS-J13550323-8258375,STAR;BROWN DWARF;EXTRA-SOLAR PLANET,ifnf08luq,208.7581412705,-82.97712962232,3,61103.0661963773,88,61287.15869209,GO
science,HST,CALWF3,WFC3/IR,HST,G102,INFRARED,V-XX-CEN,STAR;CEPHEID,ifje22010,205.0776340166,-57.61318776413,3,61103.1595080208,3.055965,61287.55530081,GO
science,HST,CALWF3,WFC3/UVIS,HST,F775W,OPTICAL,2MASS-J13550323-8258375,STAR;BROWN DWARF;EXTRA-SOLAR PLANET,ifnf08lkq,208.7581413664,-82.97712961252,3,61103.0349115394,88,61287.10353007,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,V-XX-CEN,STAR;CEPHEID,ifjex2ncq,205.0779195801,-57.6517211942,3,61103.1645006134,20.526037,61287.55525451,GO
science,HST,CALACS,ACS/WFC,HST,FR656N,OPTICAL,J125503+255609,GALAXY;DWARF COMPACT;STARBURST,jfqc25010,193.7613133333,25.93591388889,3,61105.2986142014,620,61290.03615739,GO
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC4501-N,GALAXY;SPIRAL,ifoq28070,187.9859395833,14.43716944444,3,61107.5461267361,616,61107.80107624,GO
science,HST,CALACS,ACS/WFC,HST,FR853N,OPTICAL,J125503+255609,GALAXY;DWARF COMPACT;STARBURST,jfqc25020,193.7613133333,25.93591388889,3,61105.3105123495,1020,61290.14108794,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,M-87,GALAXY;JET;RADIO GALAXY,ifrf01010,187.7064456529,12.39083318005,3,61099.8097486921,1346,61280.97026611,GO
science,HST,CALWF3,WFC3/UVIS,HST,F275W,UV,NGC4192-S,GALAXY;SPIRAL,ifoq06060,183.4733125,14.85657777778,3,61099.5653042477,2028,61099.87925919,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,MAKEMAKE,DWARF-PLANET; MAKEMAKE,ifmc03hcq,202.0518072899,20.73924485964,3,61107.0701893171,120,61291.28165509,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhe05020,247.6872106404,-0.9028068284377,3,61091.9146442477,4002,61273.60039341,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,P330E,CALIBRATION;PHOTOMETRIC,ifj451zfq,247.8912583564,30.14488126622,3,61091.8645979514,59.900002,61092.49586812,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,IPTF-13BVN,EXT-STAR;SUPERNOVA TYPE IB,ifa912fbq,225.0001331435,1.881611886042,3,61106.7408489583,1381,61290.88060179,GO
science,HST,CALWF3,WFC3/IR,HST,G102,INFRARED,SV-HV-2827,STAR;CEPHEID,ifje28010,85.94714366157,-66.58581147485,3,61107.2900402431,3.055965,61291.43276621,GO
science,HST,CALWF3,WFC3/UVIS,HST,F300X,UV,SN2023HRW,EXT-STAR;SUPERNOVA TYPE IA,ifa344050,204.8872083333,29.99752777778,3,61107.0100967245,702,61107.25184018,GO
science,HST,CALACS,ACS/SBC,HST,F150LP,UV,J1355+4651,GALAXY;DWARF COMPACT;STARBURST,jfg123010,208.8569166667,46.86426111111,3,61102.9663359606,780,61287.02167816,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,2013FC28,ASTEROID; TNO,ifmr42yqq,185.1489726587,-4.519255340339,3,61105.4341707986,350,61106.03927074,SNAP
science,HST,CALACS,ACS/SBC,HST,F165LP,UV,IC4040,GALAXY;EMISSION LINE NEBULA;SPIRAL,jfhs06010,195.1637791667,28.05011388889,3,61093.2120189005,2510,61274.58822912,GO
science,HST,CALWF3,WFC3/UVIS,HST,F656N,OPTICAL,HH-399,ISM;HERBIG-HARO OBJECT,ifrp15g8q,270.6184601401,-23.07336100079,3,61093.1066698264,500,61274.4415046,GO/DD
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq01010,187.2761555003,14.97378137896,3,61101.4437297454,2300,61101.80973367,GO
science,HST,CALWF3,WFC3/IR,HST,G141,INFRARED,GD-153,STAR;DA,ifm752opq,194.2662631719,22.03254430767,3,61096.5004951736,102.934334,61096.7196643,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F336W,OPTICAL,NGC4501-S,GALAXY;SPIRAL,ifoq29050,188.0158183333,14.40472222222,3,61106.8124230324,996,61107.6717476,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,VIRGO-INTERGALACTIC-FIELD-SW,EXT-STAR;K III-I;LONG PERIOD VARIABLE;M III-I,ifgz58030,187.2909261015,11.5846782685,3,61099.487543669,1009,61099.5972221,GO
science,HST,CALACS,ACS/WFC,HST,FR656N,OPTICAL,J115959+382422,GALAXY;DWARF COMPACT;STARBURST,jfqc20010,179.9952429167,38.40610277778,3,61107.3884056713,630,61291.56380772,GO
science,HST,CALWF3,WFC3/IR,HST,F105W,INFRARED,SN2023HRW,EXT-STAR;SUPERNOVA TYPE IA,ifa344040,204.8872083333,29.99752777778,3,61106.9998153935,73.509278,61107.24900461,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,V-XX-CEN,STAR;CEPHEID,ifjex2ngq,205.0711327463,-57.63493103024,3,61103.1702934028,2.5,61287.55753457,GO
science,HST,CALWF3,WFC3/IR,HST,F125W,INFRARED,SN2023HRW,EXT-STAR;SUPERNOVA TYPE IA,ifa344010,204.8872083333,29.99752777778,3,61106.9968639236,73.509278,61107.24898147,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,SN2023HRW,EXT-STAR;SUPERNOVA TYPE IA,ifa344030,204.8872083333,29.99752777778,3,61106.9987854167,119.351768,61107.24907406,GO
science,HST,CALACS,ACS/WFC,HST,FR388N,OPTICAL,J1154,GALAXY;DWARF COMPACT;STARBURST,jfgv05010,178.7035416667,24.72584166667,3,61096.542074919,2270,61277.8824768,GO
science,HST,CALWF3,WFC3/IR,HST,F105W,INFRARED,GD-153,STAR;DA,ifm752ogq,194.2662631724,22.03254431017,3,61096.4840714468,2.932291,61096.58052072,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,523797,COMET; DISTANT COMET,ifm802nwq,277.5005284618,11.08764933997,3,61103.2313237616,311,61287.51232633,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,523797,COMET; DISTANT COMET,ifm802nvq,277.5005283045,11.08764394829,3,61103.2263467245,311,61287.51185179,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02prq,201.6928333333,-47.47905555556,3,61103.550490081,30,61103.69328688,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,V-XX-CEN,STAR;CEPHEID,ifjex2nkq,205.076820796,-57.63586041096,3,61103.1793211806,2,61287.55650452,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq01020,187.2761555003,14.97378137896,3,61101.4595167824,2300,61102.04010413,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,523797,COMET; DISTANT COMET,ifm802nxq,277.500511184,11.08787803486,3,61103.2363004282,311,61287.51231475,GO
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,GD-153,STAR;DA,ifm752oqq,194.2662631718,22.03254430741,3,61096.5020229514,5.864582,61096.71956014,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,336756,COMET; DISTANT COMET,ifm801z3q,258.0819357215,-56.9255272157,3,61091.785940544,311,61273.4960996,GO
science,HST,CALWF3,WFC3/IR,HST,F139M,INFRARED,V-XX-CEN,STAR;CEPHEID,ifjex2nfq,205.0805665167,-57.59096132244,3,61103.1686231829,6.824215,61287.55519664,GO
science,HST,CALWF3,WFC3/IR,HST,F098M,INFRARED,V-XX-CEN,STAR;CEPHEID,ifjex2ndq,205.0807382528,-57.58818507016,3,61103.1658454051,6.824215,61287.55530081,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,DESI-170.3128+00.8305,GALAXY;GRAVITATIONAL LENS,ifpie9010,170.31279,0.83045,3,61105.4910922801,696,61106.05171297,SNAP
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,2013FC28,ASTEROID; TNO,ifmr42ysq,185.1489009195,-4.519188406321,3,61105.4400852662,350,61106.03966431,SNAP
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,DESI-260.9407+16.8370,GALAXY;GRAVITATIONAL LENS,ifpia4010,260.9407,16.837,3,61107.8001545139,696,61108.01915509,SNAP
science,HST,CALWF3,WFC3/UVIS,HST,F438W,OPTICAL,NGC4501-N,GALAXY;SPIRAL,ifoq28040,187.9859395833,14.43716944444,3,61107.5244137731,1044,61107.76321754,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,523797,COMET; DISTANT COMET,ifm802nzq,277.5006429094,11.08814405777,3,61103.2462541319,311,61287.51197911,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,MAKEMAKE,DWARF-PLANET; MAKEMAKE,ifmc03h8q,202.0519314288,20.73915143234,3,61107.062828206,120,61291.28126157,GO
science,HST,CALWF3,WFC3/UVIS,HST,F350LP,OPTICAL,MAKEMAKE,DWARF-PLANET; MAKEMAKE,ifmc03hbq,202.0518089148,20.73918322299,3,61107.0677356134,120,61291.2819444,GO
science,HST,CALWF3,WFC3/UVIS,HST,F502N,OPTICAL,OMEGACEN,STELLAR CLUSTER;GLOBULAR CLUSTER,iflj02ptq,201.6944859466,-47.45641643738,3,61103.5601778588,30,61103.6960531,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,F098M,INFRARED,P330E,STAR;G V-IV,ifdg95oyq,247.8905056394,30.15288023682,3,61103.3531231829,2.932291,61103.610949,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,F153M,INFRARED,P330E,STAR;G V-IV,ifdg95p6q,247.8984294826,30.14813713322,3,61103.3739565162,2.932291,61103.610949,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,SN2023HRW,EXT-STAR;SUPERNOVA TYPE IA,ifa344060,204.8872083333,29.99752777778,3,61107.0151893171,60,61107.25184018,GO
science,HST,CALWF3,WFC3/UVIS,HST,F606W,OPTICAL,GRB230818A,EXT-STAR;SUPERNOVA,iff5g3010,285.9134692265,40.89199381014,3,61094.9228272338,2080,61276.11662034,GO
science,HST,CALACS,ACS/WFC,HST,F606W,OPTICAL,GBTDS-LD25,UNIDENTIFIED;BULGE;LOW LATITUDE FIELD,jfhl58020,268.7735514486,-28.56028743788,3,61095.0078271644,680,61095.76739582,GO
science,HST,CALWF3,WFC3/UVIS,HST,F475W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs04030,195.0079986947,28.02465350797,3,61104.9111385764,1440,61289.19405092,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhs04020,195.0079986947,28.02465350797,3,61104.9056871181,634,61289.20060185,GO
science,HST,CALWF3,WFC3/IR,HST,F105W,INFRARED,P330E,CALIBRATION;PHOTOMETRIC,ifmp04040,247.8908304188,30.14694210494,3,61108.6445405903,1.35246,61108.70671286,CAL/WFC3
science,HST,CALACS,ACS/WFC,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,jfoq62010,186.6189348781,16.13753399804,3,61094.8446675116,980,61094.96383097,GO
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,ifhl58030,268.6768609035,-28.48247414665,3,61094.9905357292,440,61095.73606474,GO
science,HST,CALWF3,WFC3/IR,HST,F140W,INFRARED,GD-153,STAR;DA,ifm752ooq,194.2584743006,22.03670564765,3,61096.4994996181,2.932291,61096.7196643,CAL/WFC3
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC4192-S,GALAXY;SPIRAL,ifoq06030,183.4733125,14.85657777778,3,61099.5493087153,687,61099.86305545,GO
science,HST,CALWF3,WFC3/IR,HST,F110W,INFRARED,P330E,CALIBRATION;PHOTOMETRIC,ifmp04010,247.8908109769,30.14594070413,3,61108.640153206,0.850836,61108.7065624,CAL/WFC3
science,HST,CALWF3,WFC3/IR,HST,F164N,INFRARED,P330E,CALIBRATION;PHOTOMETRIC,ifmp040e0,247.8911373765,30.14439491363,3,61108.6551791319,8.334452,61108.76246522,CAL/WFC3
science,HST,CALACS,ACS/WFC,HST,FR853N,OPTICAL,J115959+382422,GALAXY;DWARF COMPACT;STARBURST,jfqc20020,179.9952429167,38.40610277778,3,61107.4004197569,1020,61291.61016191,GO
